Cyberincidentnum,Dyadpair,StateA,StateB,Name,interactionstartdate,interactionenddate,method,targettype,initiator,cyber_objective,information_operation,objective_achievement,Concession ,3rdpartyinitiator,severity,damage type,Crit Inf,Supply Ch,Ransomware,Political Objective,Sources1,Sources2,Sources3,Sources4,Sources5,Justice,Cert,FBI
326,710740,China,Japan,Cicada-govt,10/1/2019,10/1/2020,4.2,2,710,3,0,1,1,0,4,2,11,1,0,China-linked threat actor APT10 was observed launching a large-scale campaign against Japanese organizations and their subsidiaries.,https://www.securityweek.com/chinese-hackers-target-japanese-organizations-large-scale-campaign,,,,,,,
327,710750,China,India,GhostNet_C,5/27/2007,8/1/2009,3,2,710,2,0,1,0,0,3,2,11,1,0,Data breach of state secretive information from several government networks ,https://www.telegraph.co.uk/news/worldnews/asia/china/5071124/Chinas-global-cyber-espionage-network-GhostNet-penetrates-103-countries.html, https://ora.ox.ac.uk/objects/uuid:6d1260fd-b8ee-4a11-8a5f-e7708d543651/download_file?file_format=application/pdf&safe_filename=Gh0stNet.pdf&type_of_work=Report,,,,,,
328,710750,China,India,Shady RAT_C,7/1/2007,1/1/2010,3,2,710,2,0,1,0,0,3,2,11,1,0,Multiple targeted data breaches that included the Indian government and several corporations,https://www.symantec.com/connect/blogs/truth-behind-shady-rat, https://arstechnica.com/information-technology/2011/08/operation-shady-rat-five-year-hack-attack-hit-14-countries/,,,,,,
329,710750,China,India,Territory attack_A,2/17/2009,5/30/2015,3,2,710,3,0,1,0,0,3,2,11,0,0,"APT30 group disrupts, corrupts, and steals infor from governments in dispute with SCS territoriality ",https://www.fireeye.com/blog/threat-research/2015/04/apt_30_and_the_mecha.html, https://techcrunch.com/2015/04/12/fireeye-apt-30-southeast-asia-india-report/,,,,,,
330,710750,China,India,Prime Minister's office hacked and info stolen,12/15/2009,12/15/2009,3,2,710,2,0,1,0,0,3,2,11,0,0,To access and to control the computer of the PM remotely and to download and delete files.,http://www.indiandefencereview.com/spotlights/chinas-cyber-capabilities/, https://www.indiatoday.in/magazine/special-report/story/20121105-cyberspace-china-india-760345-1999-11-30,,,,,,
331,710750,China,India,Indian MoD hack,4/2/2010,4/7/2010,4.2,3,710,2,0,1,0,0,3,1,11,0,0,"Data breach of  government networks, namely the Headquarters of the Indian Army's Eastern Sector formations.",https://www.scribd.com/doc/29493199/Shadows-in-the-Cloud-20100406, https://www.indiastrategic.in/topstories570.htm,,,,,,
332,710750,China,India ,Mofang,2/4/2012,6/16/2016,3,1,710,3,0,1,0,0,3,2,8,1,0,Mofang RAT targets and steals information from energy companies ,https://foxitsecurity.files.wordpress.com/2016/06/fox-it_mofang_threatreport_tlp-white.pdf, https://www.securityweek.com/chinese-attackers-conduct-cyberespionage-economic-gain,,,,,,
333,710750,China,India,Nidiran,4/1/2014,6/1/2016,3,3,710,3,0,1,0,0,3,2,13,1,0,Suckfly APT group targeting Indian military and defense contractor networks ,https://exchange.xforce.ibmcloud.com/collection/Suckfly-APT-aa8af56fd12d25c98fc49ca5341160ab,,,,,,,
334,710750,China,India,Suckfly,2/2/2016,6/13/2016,3,3,710,3,0,0,0,0,3,2,13,1,0,Suckfly APT group targeting Indian military and defense contractor networks ,https://www.symantec.com/connect/blogs/indian-organizations-targeted-suckfly-attacks, https://exchange.xforce.ibmcloud.com/collection/Suckfly-APT-aa8af56fd12d25c98fc49ca5341160ab,,,,,,
335,710750,China,India,Operation Sidecopy_A,1/1/2019,9/30/2020,3,1,770,2,0,0,0,1,4,1,11,1,0,"Pakistan and China launch phising email campaign against Indian infastructure, using bogUSemails to take over computers ",https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/waterbug-espionage-governments,https://www.news18.com/news/tech/cyber-warfare-china-is-helping-pakistani-hackers-launch-cyber-attacks-on-india-2916023.html,,,,,,
336,710750,China,India,India Banking System Attack Attempt,6/16/2020,6/17/2020,2,1,710,1,0,1,0,0,2,1,9,0,0,"Part of the Galwan Valley dispute, Indian gov & banks attacked with DDoS; attributing China",https://www.timesnownews.com/india/article/amid-border-tensions-china-targets-indian-government-websites-and-banking-systems-attack-foiled-successfully/608312,https://cyware.com/news/ddos-extortion-attacks-leave-several-retail-and-finance-firms-bleeding-a68030c5,,,,,,
337,710750,China,India,Q4 Work Plan-India,7/2/2020,8/1/2020,3,3,710,3,0,1,0,0,4,2,11,0,0,"targeting western organisations with malware which allows them to secretly perform malicioUSactivities on infected computers. They include taking screenshots, key-logging, browsing and downloading files, gathering extended system information about the machine, and shutting down the infected machine.",https://www.pwc.co.uk/issues/cyber-security-services/research/the-keyboys-are-back-in-town.html,https://www.zdnet.com/article/chinese-hacking-group-returns-with-new-tactics-for-espionage-campaign/,https://www.infosecurity-magazine.com/news/chinese-keyboy-group-unlocks/,,,,,
338,710816,China,Vietnam,Shady RAT_D,3/1/2007,1/1/2010,3,2,710,2,0,1,0,1,3,2,11,1,0,Multiple data breaches of government and several corparations ,https://www.symantec.com/connect/blogs/truth-behind-shady-rat, https://arstechnica.com/information-technology/2011/08/operation-shady-rat-five-year-hack-attack-hit-14-countries/,,,,,,
339,710816,China,Vietnam,Territory attack_B,2/17/2009,5/30/2015,3,2,710,3,0,1,0,0,3,2,11,0,0,APT30 group steals infor from governments in dispute with SCS territoriality ,https://www.fireeye.com/blog/threat-research/2015/04/apt_30_and_the_mecha.html, https://techcrunch.com/2015/04/12/fireeye-apt-30-southeast-asia-india-report/,,,,,,
340,710816,China,Vietnam,Spratly Island dispute ,6/3/2011,6/6/2011,4.2,2,710,1,1,1,0,1,3,1,11,0,0,Chinese territorial claim cyber action after the dispute over the Spratly/Nansha Islands, https://www.bbc.com/news/world-asia-pacific-13707921,,,,,,,
341,710816,China,Vietnam,Ocean Lotus/APT 32,4/1/2012,5/1/2014,4.3,2,816,4,0,1,0,0,4,4,11,1,0,Vietnamese APT group emerges to steal data and respond to China's actions in the SCS .,https://www.cyberscoop.com/apt32-vietnam-cylance-ocean-lotus-hacking-tools/, https://www.scmagazineuk.com/ocean-lotus-group-apt-32-identified-vietnamese-apt-group/article/1474614,,,,,,
342,710816,China,Vietnam,South China Sea #1,9/1/2013,12/1/2014,3,2,710,2,0,1,0,0,3,1,11,1,0,"In 2013 and 2014, espionage against Vietnam's defense, energy and government.",https://www.securityweek.com/goblin-panda-targets-vietnam-again,https://www.crowdstrike.com/blog/meet-crowdstrikes-adversary-of-the-month-for-august-goblin-panda/,,,,,,
343,710816,China,Vietnam,Lotus Blossom_B,10/1/2015,7/1/2017,3,1,710,2,1,1,0,0,2,1,11,0,0,Spring Dragon SCS IO,https://securityaffairs.co/wordpress/61328/apt/spring-dragon-apt.html,https://unit42.paloaltonetworks.com/attack-on-french-diplomat-linked-to-operation-lotus-blossom/,https://www.scmagazine.com/home/security-news/cybercrime/600-samples-of-spring-dragon-apt-malware-spotted/,,,,,
344,710816,China,Vietnam,South China Sea #2,8/1/2018,9/4/2018,3,2,710,2,0,1,0,0,3,1,11,1,0,"In 2013 and 2014, espionage against Vietnam's defense, energy and government.",https://www.securityweek.com/goblin-panda-targets-vietnam-again,https://www.crowdstrike.com/blog/meet-crowdstrikes-adversary-of-the-month-for-august-goblin-panda/,,,,,,
345,710816,China,Vietnam,Vietnam target Chinese Gov't Covid Response,1/6/2020,4/22/2020,3,2,816,2,0,1,0,0,3,1,12,0,0,Vietnam hackers attacked Wuhan government and the Chinese Ministry of Emergency Management related to COVID-19,https://www.reuters.com/article/us-health-coronavirus-cyber-vietnam/vietnam-linked-hackers-targeted-chinese-government-over-coronavirus-response-researchers-idUSKCN2241C8,https://www.cyberscoop.com/vietnam-coronavirus-china-apt32-fireeye/,https://www.fireeye.com/blog/threat-research/2020/04/apt32-targeting-chinese-government-in-covid-19-related-espionage.html,,,,,
346,710816,China,Vietnam,Q4 Work Plan-Vietnam,3/1/2020,5/1/2020,3,3,710,3,0,1,0,0,4,2,11,0,0,"targeting western organisations with malware which allows them to secretly perform malicioUSactivities on infected computers. They include taking screenshots, key-logging, browsing and downloading files, gathering extended system information about the machine, and shutting down the infected machine.",https://www.pwc.co.uk/issues/cyber-security-services/research/the-keyboys-are-back-in-town.html,https://www.zdnet.com/article/chinese-hacking-group-returns-with-new-tactics-for-espionage-campaign/,https://www.infosecurity-magazine.com/news/chinese-keyboy-group-unlocks/,,,,,
347,710816,China,Vietnam,Paracel Islands attack (Pirate Panda Vietnamese Phishing Attack) (keyboy),4/20/2020,4/30/2020,3,2,710,2,0,1,0,0,4,2,11,0,0,China attack against Vietnam's officials who deal with disputes in the South China Sea. ,https://www.cyberscoop.com/south-china-sea-maritime-hacking-vietnam/,https://www.anomali.com/blog/anomali-suspects-that-china-backed-apt-pirate-panda-may-be-seeking-access-to-vietnam-government-data-center,,,,,,
348,710830,China,Singapore,Mindef hack,2/1/2017,2/28/2017,4.2,3,710,3,0,1,0,0,3,3,6,0,0,OPM-style personal informaiton hack of ministry of defense,https://govinsider.asia/digital-gov/singapore-ministry-of-defence-hacked-with-personal-data-stolen/,https://www.securityweek.com/hackers-breach-non-classified-system-singapores-ministry-defence,https://www.linklaters.com/en/insights/publications/tmt-news/tmt-news---june-2017/singapore---cybercrime-law-strengthened,https://www.todayonline.com/singapore/mindef-internet-system-hacked-personal-data-850-personnel-stolen,,,,
349,710840,China,Philippines,Territory attack_C,2/17/2009,5/30/2015,3,2,710,3,0,1,0,0,3,2,11,0,0,APT30 group steals infor from governments in dispute with SCS territoriality ,https://www.fireeye.com/blog/threat-research/2015/04/apt_30_and_the_mecha.html, https://techcrunch.com/2015/04/12/fireeye-apt-30-southeast-asia-india-report/,,,,,,
350,710840,China,Philippines,Hellsing disrutions,2/17/2009,5/30/2015,3,2,710,1,0,1,0,0,4,1,17,0,0,Hellsing APT group launches widespread disruptions and corruption of data over SCS disputes , https://securityaffairs.co/wordpress/36002/cyber-crime/hellsing-apt-on-apt-attack.html,,,,,,,
351,710840,China,Philippines,Philippines hack,3/28/2009,3/30/2009,3,2,710,2,0,1,0,0,3,3,11,0,0,To steal secretive infomration from the Philippines government,http://www.cnn.com/2009/TECH/03/30/ghostnet.cyber.espionage/index.html, https://www.philstar.com/headlines/2009/03/31/453431/doj-alarmed-over-reported-hacking-dfa-computers,,,,,,
352,710840,China,Philippines,Lotus Blossom_C,10/1/2015,7/1/2017,3,1,710,2,1,1,0,0,2,1,11,0,0,Spring Dragon SCS IO,"https://securityaffairs.co/wordpress/61328/apt/spring-dragon-apt.html, ",https://unit42.paloaltonetworks.com/attack-on-french-diplomat-linked-to-operation-lotus-blossom/,https://www.scmagazine.com/home/security-news/cybercrime/600-samples-of-spring-dragon-apt-malware-spotted/,,,,,
353,710840,China,Philippines,Philippines DOJ attacks,10/22/2015,3/31/2016,3,2,710,1,0,1,0,0,3,2,11,0,0,Filipino Dept of Justice targeted for its role in the territorial disputes of 2016 ,https://www.f-secure.com/documents/996508/1030745/nanhaishu_whitepaper.pdf,https://www.proofpoint.com/us/threat-insight/post/leviathan-espionage-actor-spearphishes-maritime-and-defense-targets,,,,,,
354,710840,China,Philippines,SCS DDoS Spratly #1,7/1/2016,7/21/2016,2,3,710,1,0,1,0,0,2,1,11,0,0,Massive DDoS attack on Filipino government networks after Permanent Court of Arbitration's decision rebuking China's SCS territorial claims ,https://www.enigmasoftware.com/china-ddos-attacks-against-philippine-government-websites/,https://techcrunch.com/2016/09/21/cybersecurity-is-threatening-americas-military-supremacy/?guccounter=1&guce_referrer=aHR0cHM6Ly9kdWNrZHVja2dvLmNvbS8&guce_referrer_sig=AQAAAHaJweQMG-1BIqQHScbikwV0g84Ip-0gpyewaT2g3i2i1jcunDEbzGN-tgq0jm9EiKOUx6cryoCrQfQGrefCZpHOCHHxW17ZDldPfjwsE-pWlNNknyWL7LdNmRn8O-xCG1kOIYzotI-j_WUx_YpO7szn73WvgwWEmFKJvvyVQLfv,https://thediplomat.com/2016/07/chinas-secret-weapon-in-the-south-china-sea-cyber-attacks/,https://www.rappler.com/technology/ddos-attack-arbor-networks,,,,
355,710840,China,Philippines,SCS DDoS #2,3/1/2018,3/8/2018,2,3,710,1,0,1,0,0,2,1,11,0,0,Massive DDoS attack on Filipino government networks after Permanent Court of Arbitration's decision rebuking China's SCS territorial claims ,https://www.netscout.com/blog/asert/netscout-arbor-confirms-17-tbps-ddos-attack-terabit-attack-era,,,,,,,
356,710840,China,Philippines,Q4 Work Plan-Philippines,5/1/2018,5/1/2020,3,3,710,3,0,1,0,0,4,2,11,0,0,"targeting western organisations with malware which allows them to secretly perform malicioUSactivities on infected computers. They include taking screenshots, key-logging, browsing and downloading files, gathering extended system information about the machine, and shutting down the infected machine.",https://www.pwc.co.uk/issues/cyber-security-services/research/the-keyboys-are-back-in-town.html,https://www.zdnet.com/article/chinese-hacking-group-returns-with-new-tactics-for-espionage-campaign/,https://www.infosecurity-magazine.com/news/chinese-keyboy-group-unlocks/,,,,,
357,710900,China,Australia ,2018 ANU Network Breach,3/1/2018,7/6/2018,3,2,710,3,0,1,0,0,3,2,17,0,0,Chinese intelligence services hacked into the Australian University to collect data they could use to groom students as informants before they were hired into the civil service. ,https://www.theguardian.com/australia-news/2018/jul/07/australian-national-university-hit-by-chinese-hackers,https://www.reuters.com/article/australia-cyber/top-australian-university-hacked-19-years-of-students-data-accessed-idUSL4N23B0VA,,,,,,
358,710900,China,Australia,AUS Government,2/7/2019,6/1/2020,3,2,710,2,0,1,0,0,3,3,11,0,0,"It is understood the initial breach was the result of a phishing campaign, where a staff member opened an infected document attached to an email. Once the criminals got a foothold on a computer attached to the network, they scanned and infected other targets, including intranet servers. They were then able to redirect network traffic in order to exfiltrate data. They also erased logs to cover their tracks and placed additional malware to maintain control of the infected systems for later use (para. 2)",www.internationalaffairs.org.au/australianoutlook/cyber-attack-australian-parliament-lessons-learned/,https://www.washingtonpost.com/news/powerpost/paloma/the-cybersecurity-202/2019/03/11/the-cybersecurity-202-after-parliament-hack-australia-learns-from-u-s-missteps/5c85a9911b326b2d177d6043/,,,,,,
359,710900,China,Australia ,2019 ANU Network Breach,6/4/2019,6/4/2019,3,2,710,3,0,1,0,0,3,2,17,0,0,Chinese intelligence services hacked into the Australian University to collect data they could use to groom students as informants before they were hired into the civil service. ,https://www.abc.net.au/news/2019-10-02/anu-cyber-hack-how-personal-information-got-out/11550578?nw=0,https://www.theguardian.com/australia-news/2018/jul/07/australian-national-university-hit-by-chinese-hackers,https://www.reuters.com/article/australia-cyber/top-australian-university-hacked-19-years-of-students-data-accessed-idUSL4N23B0VA,,,,,
360,731732,N Korea,S Korea,Third Army Command breach,3/5/2007,9/2/2008,4.2,3,731,3,0,1,0,0,1,1,1,1,0,NK steals secret toxic chemical data ,http://www.keia.org/sites/default/files/publications/kei_aps_mansourov_final.pdf,,,,,,,
361,731732,N Korea,S Korea,Dark Hotel_A,1/1/2008,11/9/2014,4.2,2,732,2,0,1,0,0,4,2,11,1,0,Information theft from South Korea that targeted executives working in the nuclear industry,https://attack.mitre.org/groups/G0012/,https://www.wired.com/2014/11/darkhotel-malware/,https://www.trendmicro.com/vinfo/pl/security/news/cybercrime-and-digital-threats/darkhotel-malware-emphasizes-the-importance-of-using-secure-networks-while-travelling,,,,,
362,731732,N Korea,S Korea,Fourth of July_B,7/4/2009,7/7/2009,2,2,731,1,1,1,0,0,2,1,9,0,0,DDoS disruptive events on South Korean banks.,https://www.csmonitor.com/Technology/Horizons/2009/0708/north-korean-hackers-blamed-for-sweeping-cyber-attack-on-us-networks, https://www.nytimes.com/2009/07/09/technology/09cyber.html?mtrref=www.google.com&gwh=446A2A35F5DC5847A2B1F4A3E31B4D00&gwt=pay,,,,,,
363,731732,N Korea,S Korea,Government shut down,7/6/2009,7/9/2009,4.2,2,731,4,0,1,0,0,2,1,11,0,0,Signaling campaign coinciding with the Fourth of July strike against the US ,https://www.csmonitor.com/Technology/Horizons/2009/0708/north-korean-hackers-blamed-for-sweeping-cyber-attack-on-us-networks, https://www.nytimes.com/2009/07/09/technology/09cyber.html?mtrref=www.google.com&gwh=446A2A35F5DC5847A2B1F4A3E31B4D00&gwt=pay,,,,,,
364,731732,N Korea,S Korea,Blue House attack,7/7/2010,7/8/2010,2,1,731,1,1,1,0,0,2,1,11,0,0,"Retaliation for allegations of N Korean responsibility for the sinking of S Korean warship, Cheonan, and death of 46 sailors.",http://www.keia.org/sites/default/files/publications/kei_aps_mansourov_final.pdf, https://technology.inquirer.net/26695/s-korea-sounds-alert-after-official-websites-hacked,,,,,,
365,731732,N Korea,S Korea,Anti-Kim,1/4/2011,1/10/2011,1,2,732,1,1,1,0,0,2,1,11,0,0,Disruptive action on the birthday of Kim Jong-Un,http://www.washingtonpost.com/wp-dyn/content/article/2011/01/08/AR2011010801155.html,,,,,,,
366,731732,N Korea,S Korea,NK retaliation,1/4/2011,1/10/2011,1,2,731,1,1,1,0,0,2,1,11,0,0,Retaliation for the Anti-Kim disruptive on Kim Jong-Un’s birthday.,https://www.theguardian.com/world/2011/jan/11/korea-hackers-mount-cyber-skirmishes,,,,,,,
367,731732,N Korea,S Korea,March DDoS 2,3/7/2011,3/8/2011,2,1,731,1,0,1,0,0,2,1,11,0,0,Disruptive event during the US-S. Korea joint military training drills.,https://www.bbc.com/news/technology-12646052,,,,,,,
368,731732,N Korea,S Korea,Bank shut down,4/3/2011,4/3/2011,4.2,1,731,4,0,1,0,0,2,1,9,1,0,Data breaches on SK private networks on Kim Il Sung's birthday,https://www.bbc.com/news/world-asia-pacific-13263888,,,,,,,
369,731732,N Korea,S Korea,June DDoS,6/7/2011,6/7/2011,2,1,731,1,0,1,0,0,2,1,9,1,0,DDoS on government networks in advance of general and Presidential election. ,https://www.washingtonpost.com/world/national-security/suspected-north-korean-cyber-attack-on-a-bank-raises-fears-for-s-korea-allies/2011/08/07/gIQAvWwIoJ_story.html?utm_term=.fdd5a2f6b760,,,,,,,
370,731732,N Korea,S Korea,December defacement,12/7/2011,12/7/2011,1,2,731,1,1,1,0,1,2,1,2,0,0,Disruptive events at the resumption of US-S. Korea nuclear energy talks on the 5th of December.,https://thenextweb.com/asia/2011/12/19/s-korea-issues-cyber-threat-warning-following-death-of-kim-jong-il/, https://www.nytimes.com/2017/10/15/world/asia/north-korea-hacking-cyber-sony.html,,,,,,
371,731732,N Korea,S Korea,Telecom shut down,12/20/2011,12/20/2011,3,1,731,1,0,1,0,0,2,1,2,0,0,Data breaches on the SK private sector during the mourning period of Kim Jung Il's death,https://thenextweb.com/asia/2011/12/19/s-korea-issues-cyber-threat-warning-following-death-of-kim-jong-il/, https://www.nytimes.com/2017/10/15/world/asia/north-korea-hacking-cyber-sony.html,,,,,,
372,731732,N Korea,S Korea,Dark Seoul,1/26/2013,3/20/2013,3,1,731,2,0,1,0,0,3,2,9,1,0,"Espionage portion of Operation Troy, RAT installed in SK media and bank networks ",https://threatpost.com/tag/dark-seoul-apt/, https://www.darkreading.com/attacks-breaches/north-korean-apt-group-employed-rare-zero-day-attack/d/d-id/1331011,,,,,,
373,731732,N Korea,S Korea,Operation Troy ,3/20/2013,3/20/2013,4.1,1,731,4,0,1,0,0,4,1,9,0,0,Wiper malware erases or corrupts data in SK banks and media networks ,https://www.helpnetsecurity.com/2013/07/08/dissecting-operation-troy-cyberespionage-in-south-korea/, https://securingtomorrow.mcafee.com/other-blogs/executive-perspectives/operation-troy-openioc-release/,,,,,,
374,731732,N Korea,S Korea,OpTroy Defense Contractor breach,4/4/2013,2/15/2016,4.2,3,731,3,0,1,0,0,4,2,9,0,0,"Operation Troy targets defense contractors, including blueprint for F-15 ",https://www.helpnetsecurity.com/2013/07/08/dissecting-operation-troy-cyberespionage-in-south-korea/, https://securingtomorrow.mcafee.com/other-blogs/executive-perspectives/operation-troy-openioc-release/,,,,,,
375,731732,N Korea,S Korea,OnionDog,10/20/2013,3/9/2016,3,1,731,3,0,1,0,0,3,2,8,0,0,SK energy and transportation sectors breached by Lazaraus Group-type code ,https://www.prnewswire.com/news-releases/onion-dog-a-3-year-old-apt-focused-on-the-energy-and-transportation-industries-in-korean-language-countries-is-exposed-by-360-300232441.html, https://www.360.net/assets/doc/apt_report/en/OPERATION%20ONIONDOG%20%E2%80%93Disclosing%20Targeted%20Attacks%20on%20Government.pdf,,,,,,
376,731732,N Korea,S Korea,OD disrupt,10/20/2013,3/9/2016,2,1,731,1,1,1,0,0,4,1,15,0,0,Intermittent disrutptions of SK energy and transportation sectors ,https://www.prnewswire.com/news-releases/onion-dog-a-3-year-old-apt-focused-on-the-energy-and-transportation-industries-in-korean-language-countries-is-exposed-by-360-300232441.html, https://www.360.net/assets/doc/apt_report/en/OPERATION%20ONIONDOG%20%E2%80%93Disclosing%20Targeted%20Attacks%20on%20Government.pdf,,,,,,
377,731732,N Korea,S Korea,Seoul subway hack,7/7/2014,10/5/2015,3,1,731,3,0,1,0,0,3,2,15,0,0,"Seoul subway network hacked, sensistive info stolen, future disruptions expected ",https://www.securityweek.com/north-korea-suspected-hacking-seoul-subway-operator-mp, https://news.vice.com/en_us/article/vb8bp8/cyber-attack-on-south-korean-subway-system-could-be-a-sign-of-nastier-things-to-come,,,,,,
378,731732,N Korea,S Korea,South Korea nuclear facility hack,12/9/2014,12/12/2014,3,1,731,3,0,1,0,0,2,2,14,0,0,Data breach on South Korea's nuclear power facilities,https://www.wsj.com/articles/north-korea-blamed-for-nuclear-power-plant-hack-1426589324, https://thehackernews.com/2014/12/Korea-nuclear-power-plant-hacked.html,,,,,,
379,731732,N Korea,S Korea,SK govt network breach,10/3/2015,10/20/2015,3,2,731,2,0,1,0,0,3,2,11,0,0,"SK lawmakers and govt networks breached, sensistive info stolen ",https://www.upi.com/Top_News/World-News/2015/10/20/Spy-agency-North-Korea-hackers-stole-sensitive-South-Korean-data/9041445353950/, https://www.scmagazine.com/home/security-news/privacy-compliance/article-29-working-party-still-not-happy-with-windows-10-privacy-controls/448582/,,,,,,
380,731732,N Korea,S Korea,SK diplomat hack,5/1/2016,8/1/2016,3,2,731,2,0,1,0,0,3,2,11,0,0,Roughly 90 SK diplomats' emails and passwords comrpmised ,https://www.asiaone.com/asia/seoul-lambastes-pyongyang-hacking-diplomats-officials, https://en.yna.co.kr/view/AEN20160801001151315,,,,,,
381,731732,N Korea,S Korea,South Korea diplomat hack,5/1/2016,8/1/2016,3,2,731,2,0,1,0,0,3,2,11,0,0,Roughly 90 SK diplomats' emails and passwords comrpmised , https://en.yna.co.kr/view/AEN20160801001151315,https://apnews.com/article/2f405fb04149467fac3ec2ad70b0737c,,,,,,
382,731732,N Korea,S Korea,Anderial,9/1/2016,9/30/2016,3,3,731,3,0,1,0,0,3,2,11,0,0,"According to industry and press reporting, beyond its criminal efforts, Andariel continues to conduct malicioUScyber activity against South Korea government personnel and the South Korean military in an effort to gather intelligence.  One case spotted in September 2016 was a cyber intrusion into the personal computer of the South Korean Defense Minister in office at that time and the Defense Ministry’s intranet in order to extract military operations intelligence.",https://www.zdnet.com/article/us-army-report-says-many-north-korean-hackers-operate-from-abroad/,https://www.bleepingcomputer.com/news/security/north-korean-hackers-behind-wannacry-and-sony-hack-sanctioned-by-usa/,,,,,,https://home.treasury.gov/news/press-releases/sm774
383,731732,N Korea,S Korea,SK MoD data theft,9/5/2016,12/6/2016,3,3,731,3,0,1,0,0,4,2,11,0,0,NK successfully steals critical information from the SK Ministry of Defense ,https://www.dw.com/en/north-korea-hacked-us-south-korea-war-plans/a-40889394,https://www.bbc.com/news/world-asia-41565281,https://www.nytimes.com/2017/10/10/world/asia/north-korea-hack-war-plans.html,https://www.theguardian.com/world/2017/oct/10/north-korea-hacked-us-war-plans-south-korea-reports,,,,
384,731732,N Korea,S Korea,South Korea MoD data theft,9/5/2016,12/6/2016,3,3,731,3,0,1,0,0,4,1,11,0,0,NK successfully steals critical information from the SK Ministry of Defense ,"https://www.dw.com/en/north-korea-hacked-us-south-korea-war-plans/a-40889394, https://www.theguardian.com/world/2017/oct/10/north-korea-hacked-us-war-plans-south-korea-reports",https://www.bbc.com/news/world-asia-41565281,https://www.nytimes.com/2017/10/10/world/asia/north-korea-hack-war-plans.html,,,,,
385,731732,N Korea,S Korea,Bithumb_A,2/1/2017,2/28/2017,4.2,1,731,1,0,1,0,0,4,1,9,0,0,"The panel said South Korea’s Bithumb, one of the largest cryptocurrency exchanges in the world, was reportedly attacked at least four times. It said the first two attacks in February 2017 and July 2017 each resulted in losses of approximately $7 million, ",https://apnews.com/article/ece1c6b122224bd9ac5e4cbd0c1e1d80,https://www.zdnet.com/article/bithumb-cryptocurrency-exchange-hacked-a-third-time-in-two-years/,https://www.coindesk.com/bithumb-exchanges-31-million-hack-know-dont-know,,,,,
386,731732,N Korea,S Korea,BitHumb Crypto Heist #1,2/1/2017,2/1/2017,3,1,731,1,0,1,0,0,4,1,9,0,1,"At least $7 million in virtual currency was stolen from BitHumb, a South Korean cryptocurrency exchange. The hackers also stole PII from 30,000 customers. Incident dates inconsistent across media reports.",https://www.bbc.com/news/world-asia-42378638,,,,,,,
387,731732,N Korea,S Korea,BlockBuster Sequel DPRK- S Korea,4/1/2017,4/30/2017,3,3,731,3,0,1,0,0,3,2,6,0,0,DPRKn response to THAAD.,https://unit42.paloaltonetworks.com/unit42-the-blockbuster-sequel/,https://www.bleepingcomputer.com/news/security/north-korean-cyberspies-target-us-defense-contractors-following-nuclear-threats/,https://www.cyberscoop.com/lazarus-group-north-korea-us-defense-contractors/ ,,,,,
388,731732,N Korea,S Korea,BitHumb Crypto Heist #2,6/29/2017,6/29/2017,3,1,731,1,0,1,0,0,4,1,9,0,0,"In February 2017, at least $7 million in virtual currency was stolen from BitHumb, a South Korean cryptocurrency exchange. Incident dates inconsistent across media reports.",https://apnews.com/article/ece1c6b122224bd9ac5e4cbd0c1e1d80,https://www.zdnet.com/article/bithumb-cryptocurrency-exchange-hacked-a-third-time-in-two-years/,https://www.coindesk.com/bithumb-exchanges-31-million-hack-know-dont-know,,,,,
389,731732,N Korea,S Korea,Bithumb_B,7/1/2017,7/31/2017,4.2,1,731,1,0,1,0,0,4,1,9,0,0,"The panel said South Korea’s Bithumb, one of the largest cryptocurrency exchanges in the world, was reportedly attacked at least four times. It said the first two attacks in February 2017 and July 2017 each resulted in losses of approximately $7 million, ",https://apnews.com/article/ece1c6b122224bd9ac5e4cbd0c1e1d80,https://www.zdnet.com/article/bithumb-cryptocurrency-exchange-hacked-a-third-time-in-two-years/,https://www.coindesk.com/bithumb-exchanges-31-million-hack-know-dont-know,,,,,
390,731732,N Korea,S Korea,Sejong Institute Hack,5/1/2018,5/30/2018,3,1,731,2,0,1,0,0,2,1,17,0,0,North Korea attacked South Korean national security think tank using a zero-day on the organization's website.,https://www.bleepingcomputer.com/news/security/activex-zero-day-discovered-in-recent-north-korean-hacks/,https://www.wsj.com/articles/north-korea-while-professing-peace-escalated-cyberattacks-on-south-1527239057,,,,,,
391,731732,N Korea,S Korea,Bithumb_C,6/1/2018,6/30/2018,4.2,1,731,1,0,1,0,0,4,1,9,0,0,"The panel said South Korea’s Bithumb, one of the largest cryptocurrency exchanges in the world, was reportedly attacked at least four times. a June 2018 attack led to a $31 million ",https://apnews.com/article/ece1c6b122224bd9ac5e4cbd0c1e1d80,https://www.zdnet.com/article/bithumb-cryptocurrency-exchange-hacked-a-third-time-in-two-years/,https://www.coindesk.com/bithumb-exchanges-31-million-hack-know-dont-know,,,,,
